date,opening_stock,received_stock,closing_stock,reorder_level,lead_time_days,date_year,date_month,date_day,date_quarter,year,month,day,weekday,week,quarter,is_weekend,opening_stock_rolling_mean_3,opening_stock_rolling_mean_7,opening_stock_rolling_std_3,opening_stock_rolling_std_7,received_stock_rolling_mean_3,received_stock_rolling_mean_7,received_stock_rolling_std_3,received_stock_rolling_std_7,closing_stock_rolling_mean_3,closing_stock_rolling_mean_7,closing_stock_rolling_std_3,closing_stock_rolling_std_7,reorder_level_rolling_mean_3,reorder_level_rolling_mean_7,reorder_level_rolling_std_3,reorder_level_rolling_std_7,lead_time_days_rolling_mean_3,lead_time_days_rolling_mean_7,lead_time_days_rolling_std_3,lead_time_days_rolling_std_7,date_year_rolling_mean_3,date_year_rolling_mean_7,date_year_rolling_std_3,date_year_rolling_std_7,date_month_rolling_mean_3,date_month_rolling_mean_7,date_month_rolling_std_3,date_month_rolling_std_7,date_day_rolling_mean_3,date_day_rolling_mean_7,date_day_rolling_std_3,date_day_rolling_std_7,date_quarter_rolling_mean_3,date_quarter_rolling_mean_7,date_quarter_rolling_std_3,date_quarter_rolling_std_7,year_rolling_mean_3,year_rolling_mean_7,year_rolling_std_3,year_rolling_std_7,month_rolling_mean_3,month_rolling_mean_7,month_rolling_std_3,month_rolling_std_7,day_rolling_mean_3,day_rolling_mean_7,day_rolling_std_3,day_rolling_std_7,week_rolling_mean_3,week_rolling_mean_7,week_rolling_std_3,week_rolling_std_7,quarter_rolling_mean_3,quarter_rolling_mean_7,quarter_rolling_std_3,quarter_rolling_std_7
2024-07-07,597.4897959183673,150.81632653061226,540.5918367346939,150.0,6.163265306122449,2024.0,4.142857142857143,7.0,1.7551020408163265,2024,7,7,Sunday,27,3,True,612.7691090747569,588.3960168555802,24.08936932220015,31.419131824126904,143.74259184890414,145.22524189937573,10.301967907990338,10.798618189040543,545.0279288817495,573.6991061936008,49.8557526794631,42.61067700237102,150.0,150.0,0.0,0.0,5.918464702517858,6.025208846945914,0.2785510482319487,0.5601140701869989,2024.0,2024.0,0.0,0.0,3.883635744100861,4.918094972580023,2.3034520907237694,2.6029889900418492,6.333333333333333,5.142857142857143,0.5773502691896258,1.3451854182690988,1.685809207403892,2.012986465098473,0.6539220921187215,0.7997607629763455,2024.0,2024.0,0.0,0.0,6.0,7.428571428571429,3.605551275463989,3.309438162646486,6.333333333333333,5.142857142857143,0.5773502691896258,1.3451854182690988,23.0,29.0,15.394804318340654,14.30617582258329,2.3333333333333335,2.857142857142857,1.1547005383792517,1.0690449676496978
2024-08-04,610.7307692307693,156.30769230769232,604.0769230769231,150.0,6.384615384615385,2024.0,2.5384615384615383,8.0,1.2692307692307692,2024,4,8,Monday,15,2,False,602.8332116388596,591.8983716436493,6.980227366599116,32.48380842037237,151.87079697710928,145.43926597054266,4.014893908534257,11.032546789344066,580.54074939457,572.6930884018686,34.779628340859496,41.65231887769309,150.0,150.0,0.0,0.0,6.1748749589281156,6.1821947182175006,0.2041832918830637,0.4640717502902583,2024.0,2024.0,0.0,0.0,4.2426101030752195,4.280732335217385,1.7561511459207433,2.55401706176471,7.0,5.857142857142857,1.0,1.345185418269099,1.7755527971474816,1.8065500443763376,0.5168509435090828,0.7746766632602421,2024.0,2024.0,0.0,0.0,6.666666666666667,6.571428571428571,2.5166114784235836,3.309438162646486,7.0,5.857142857142857,1.0,1.345185418269099,26.0,25.428571428571427,10.535653752852738,14.22271824531845,2.6666666666666665,2.5714285714285716,0.5773502691896257,0.9759000729485332
2024-08-11,642.8837209302326,138.6279069767442,525.8604651162791,150.0,5.976744186046512,2024.0,8.023255813953488,8.0,3.0,2024,11,8,Friday,45,4,False,617.0347620264564,607.2627127289206,23.344321598019175,26.072489655075866,148.58397527168293,146.8305542688077,9.04882569422879,9.029879842774205,556.8430749759654,567.308075481972,41.56357338172719,45.306926541082895,150.0,150.0,0.0,0.0,6.174874958928115,6.124904205113033,0.2041832918830637,0.46064398839102677,2024.0,2024.0,0.0,0.0,4.901524831757389,4.884054594353598,2.8200043542082076,2.8972807102204854,7.666666666666667,6.428571428571429,0.5773502691896258,1.2724180205607043,2.0081109366823653,1.997026234852528,0.8926929251343337,0.889899880028697,2024.0,2024.0,0.0,0.0,7.333333333333333,7.142857142857143,3.5118845842842465,3.7161167647860327,7.666666666666667,6.428571428571429,0.5773502691896258,1.2724180205607043,29.0,28.0,15.099668870541498,16.062378404209014,3.0,2.7142857142857144,0.9999999999999999,1.1126972805283737
2024-09-01,451.8333333333333,191.66666666666663,529.6666666666666,150.0,5.0,2024.0,1.0,9.0,1.0,2024,1,9,Tuesday,2,1,False,568.4826078314451,589.0570850232929,102.29243865725796,64.72169501443892,162.20075531703438,151.88683132508478,27.005992873534428,19.284679411726003,553.2013516199562,555.295088468985,44.100619279838284,41.96316269166482,150.0,150.0,0.0,0.0,5.787119856887299,6.016679096887925,0.7115180816291421,0.6220460685248373,2024.0,2024.0,0.0,0.0,3.8539057841383424,4.611327321626326,3.691791669321419,3.189308975825391,8.333333333333334,7.0,0.5773502691896255,1.414213562373096,1.7564102564102566,1.945078182904476,1.0853607186306085,0.9421181067296475,2024.0,2024.0,0.0,0.0,5.333333333333333,6.571428571428571,5.131601439446884,4.353433237386437,8.333333333333334,7.0,0.5773502691896255,1.414213562373096,20.666666666666668,25.714285714285715,22.052966542697458,18.652205282613686,2.3333333333333335,2.5714285714285716,1.5275252316519468,1.2724180205607036
2024-09-08,615.0,165.7674418604651,606.3720930232558,150.0,5.976744186046512,2024.0,4.976744186046512,9.0,2.0,2024,8,9,Friday,32,3,False,569.905684754522,594.1078786740865,103.19973643777044,65.24217737598136,165.35400516795866,154.79964047975437,26.52179678651823,19.673609779900602,553.9664082687337,557.2942763611961,45.424537845786574,44.292962986590375,150.0,150.0,0.0,0.0,5.651162790697675,5.870499694894569,0.563923518743356,0.448468457426692,2024.0,2024.0,0.0,0.0,4.666666666666666,4.027052681537731,3.521880407974757,2.5470241878077386,8.666666666666666,7.571428571428571,0.5773502691896255,1.2724180205607052,2.0,1.7609511987774922,1.0000000000000002,0.7399762530712264,2024.0,2024.0,0.0,0.0,6.666666666666667,6.0,5.131601439446884,3.7416573867739418,8.666666666666666,7.571428571428571,0.5773502691896255,1.2724180205607052,26.333333333333332,23.285714285714285,22.052966542697455,16.03864380919083,2.6666666666666665,2.4285714285714284,1.5275252316519468,1.1338934190276817
2024-10-06,582.975,173.3,592.175,150.0,5.725,2024.0,3.45,10.0,1.5,2024,6,10,Monday,24,2,False,549.9361111111111,585.884527025735,86.45528562232076,61.95970145811614,176.9113695090439,160.7106294907434,13.321935057966678,17.779450381597915,576.0712532299741,570.8137818557017,40.809663110118734,36.82767911846263,150.0,150.0,0.0,0.0,5.567248062015504,5.88615903555391,0.5071208501898875,0.43990788744385745,2024.0,2024.0,0.0,0.0,3.142248062015504,4.311118615603665,2.0061547851084653,2.3133765250401193,9.333333333333334,8.142857142857142,0.5773502691896255,1.3451854182691005,1.5,1.8323797702060636,0.4999999999999991,0.6756137513604713,2024.0,2024.0,0.0,0.0,5.0,6.571428571428571,3.605551275463989,3.309438162646487,9.333333333333334,8.142857142857142,0.5773502691896255,1.3451854182691005,19.333333333333332,25.857142857142858,15.534906930308063,14.135399669253212,2.0,2.5714285714285716,1.0,0.9759000729485332
2024-11-03,670.0,146.0,529.7894736842105,150.0,6.2105263157894735,2024.0,1.947368421052632,11.0,1.0,2024,3,11,Monday,11,1,False,622.6583333333333,595.8446599161005,44.01505660945239,69.77082464667042,161.6891472868217,160.35514776316865,14.099534211173737,18.086770526812966,576.1121889024888,561.2189226145755,40.739843169470355,37.62301607771041,150.0,150.0,0.0,0.0,5.970756833945328,5.919556482660047,0.24281852713480057,0.4564928683811507,2024.0,2024.0,0.0,0.0,3.458037535699715,3.725526728910187,1.5147038762966694,2.3196826920364373,10.0,8.857142857142858,0.9999999999999998,1.3451854182691005,1.5,1.6463332585781565,0.4999999999999991,0.7033772732485942,2024.0,2024.0,0.0,0.0,5.666666666666667,5.714285714285714,2.5166114784235836,3.3523268393901033,10.0,8.857142857142858,0.9999999999999998,1.3451854182691005,22.333333333333332,22.285714285714285,10.5987420637231,14.302846869467235,2.0,2.2857142857142856,1.0,1.1126972805283732
2024-11-10,648.6818181818181,139.8409090909091,561.6818181818181,150.0,5.795454545454546,2024.0,7.0,11.0,2.7045454545454546,2024,10,11,Friday,41,4,False,633.885606060606,603.1578059537362,45.36004382826237,72.59762612925053,153.0469696969697,158.78723098606818,17.807934398694623,19.47401664266992,561.2154306220095,564.2317771070219,31.195378046138078,36.52429462646179,150.0,150.0,0.0,0.0,5.910326953748005,5.867012088278918,0.26235606238732256,0.4447837189420788,2024.0,2024.0,0.0,0.0,4.132456140350878,4.13368999421631,2.594529100968229,2.6352544633949955,10.666666666666666,9.428571428571429,0.5773502691896255,1.2724180205607052,1.734848484848485,1.781968031968032,0.8762044052500616,0.8111352530633082,2024.0,2024.0,0.0,0.0,6.333333333333333,6.142857142857143,3.5118845842842465,3.716116764786033,10.666666666666666,9.428571428571429,0.5773502691896255,1.2724180205607052,25.333333333333332,24.285714285714285,15.044378795195678,15.955294687702533,2.3333333333333335,2.4285714285714284,1.5275252316519468,1.2724180205607034
2024-12-01,635.8333333333334,157.66666666666666,727.1666666666666,150.0,5.833333333333333,2024.0,1.0,12.0,1.0,2024,1,12,Friday,2,1,False,651.5050505050505,606.7438865398168,17.257411692977882,73.64646678169645,147.83585858585857,158.9813701802074,9.053573374523138,19.45193935208585,606.2126528442317,581.8160261912709,105.95605458965936,71.64710561171329,150.0,150.0,0.0,0.0,5.946438064859119,5.788257509524338,0.22948998638804202,0.38227399428688735,2024.0,2024.0,0.0,0.0,3.315789473684211,3.91390977443609,3.225590199167276,2.8461825972055577,11.333333333333334,10.0,0.5773502691896255,1.4142135623730963,1.5681818181818183,1.7435064935064937,0.9841197770277709,0.8451688061572197,2024.0,2024.0,0.0,0.0,4.666666666666667,5.714285714285714,4.725815626252609,4.1518785191880605,11.333333333333334,10.0,0.5773502691896255,1.4142135623730963,18.0,22.428571428571427,20.42057785666214,17.859237972331883,2.0,2.2857142857142856,1.7320508075688772,1.3801311186847083
2024-12-08,608.6744186046511,159.13953488372093,543.7674418604652,150.0,6.348837209302325,2024.0,5.023255813953488,12.0,2.0,2024,8,12,Monday,33,3,False,631.0631900399342,601.8568433504479,20.425809788388065,71.96442338974224,152.2157035470989,161.9116027383469,10.742159399809378,17.300892940002637,610.87197556965,584.3741657261546,101.11168380933375,69.60688168136076,150.0,150.0,0.0,0.0,5.9925416960300675,5.841413655703741,0.30914166692027917,0.4350754305651278,2024.0,2024.0,0.0,0.0,4.341085271317829,3.485338345864662,3.0576163079971095,2.297199082106873,11.666666666666666,10.571428571428571,0.5773502691896255,1.2724180205607039,1.9015151515151516,1.6006493506493507,0.8565297722138475,0.6620696979376068,2024.0,2024.0,0.0,0.0,6.333333333333333,5.285714285714286,4.725815626252609,3.6384193323605842,11.666666666666666,10.571428571428571,0.5773502691896255,1.2724180205607039,25.333333333333332,20.714285714285715,20.5993527406405,15.787276371752517,2.6666666666666665,2.142857142857143,1.5275252316519468,1.2149857925879115
