date,order_id,units_sold,unit_price,revenue,date_year,date_month,date_day,date_quarter
2024-06-02,199.6153846153846,29.76923076923077,17593.846153846152,559586.1538461539,2024.0,1.4615384615384615,6.0,1.0
2024-06-09,936.1590909090909,26.045454545454547,17283.340909090908,581433.6363636364,2024.0,5.954545454545454,6.0,2.272727272727273
2024-06-16,1869.157894736842,29.105263157894736,17267.36842105263,671334.7368421053,2024.0,11.052631578947368,6.0,4.0
2024-06-23,1439.8261933904528,27.760097919216644,16941.966544267645,554320.119135047,2024.0,8.694002447980417,6.333333333333333,3.2325581395348837
2024-06-30,1010.4944920440636,26.414932680538556,16616.56466748266,437305.50142798864,2024.0,6.335373317013464,6.666666666666667,2.4651162790697674
2024-07-07,581.1627906976744,25.069767441860463,16291.162790697674,320290.88372093026,2024.0,3.9767441860465116,7.0,1.697674418604651
2024-07-14,1672.3030303030303,24.181818181818183,16874.333333333332,443936.36363636365,2024.0,9.93939393939394,7.0,3.606060606060606
2024-07-21,1221.0353535353536,26.1489898989899,16769.555555555555,477336.4646464646,2024.0,7.45959595959596,7.333333333333333,2.8207070707070705
2024-07-28,769.7676767676768,28.116161616161616,16664.777777777777,510736.56565656565,2024.0,4.97979797979798,7.666666666666667,2.0353535353535355
2024-08-04,318.5,30.083333333333332,16560.0,544136.6666666666,2024.0,2.5,8.0,1.25
2024-08-11,1308.5777777777778,23.88888888888889,18123.666666666668,432573.8,2024.0,8.0,8.0,3.0
2024-08-18,2055.5,19.833333333333332,16560.0,347436.6666666667,2024.0,12.0,8.0,4.0
2024-08-25,1053.5,18.0,16560.0,323965.0,2024.0,6.5,8.5,2.5
2024-09-01,51.5,16.166666666666668,16560.0,300493.3333333333,2024.0,1.0,9.0,1.0
2024-09-08,783.4090909090909,28.40909090909091,17170.909090909092,488787.2727272727,2024.0,5.0227272727272725,9.0,2.0
2024-09-15,1799.36,28.08,17097.6,575487.92,2024.0,10.56,9.0,3.76
2024-09-22,1368.9943859649122,26.702456140350876,16921.733333333334,561693.7010526316,2024.0,8.197894736842105,9.333333333333334,3.0066666666666664
2024-09-29,938.6287719298246,25.324912280701753,16745.866666666665,547899.4821052632,2024.0,5.835789473684211,9.666666666666666,2.253333333333333
2024-10-06,508.2631578947368,23.94736842105263,16570.0,534105.2631578947,2024.0,3.473684210526316,10.0,1.5
2024-10-13,1608.054054054054,24.91891891891892,16923.243243243243,373635.8918918919,2024.0,9.486486486486486,10.0,3.4864864864864864
2024-10-20,1153.8693693693692,24.205205205205207,16802.162162162163,408869.1131131131,2024.0,6.990990990990991,10.333333333333334,2.6576576576576576
2024-10-27,699.6846846846846,23.49149149149149,16681.08108108108,444102.33433433436,2024.0,4.495495495495495,10.666666666666666,1.8288288288288288
2024-11-03,245.5,22.77777777777778,16560.0,479335.55555555556,2024.0,2.0,11.0,1.0
2024-11-10,1166.6279069767443,24.13953488372093,16872.837209302324,461005.5813953488,2024.0,7.046511627906977,11.0,2.7209302325581395
2024-11-17,1983.5,24.416666666666668,16560.0,625800.0,2024.0,11.5,11.0,4.0
2024-11-24,1026.3214285714284,23.636904761904763,19665.0,454624.85714285716,2024.0,6.25,11.5,2.5
2024-12-01,69.14285714285714,22.857142857142858,22770.0,283449.71428571426,2024.0,1.0,12.0,1.0
2024-12-08,796.1777777777778,28.288888888888888,16867.866666666665,573579.6,2024.0,4.933333333333334,12.0,2.0
2024-12-15,1817.52,32.16,16036.92,521086.4,2024.0,10.56,12.0,3.76
