delivery_date,delay_days,supplier_rating,transportation_cost,delivery_date_year,delivery_date_month,delivery_date_day,delivery_date_quarter,expected_date_year,expected_date_month,expected_date_day,expected_date_quarter
2024-05-26,2.746031746031746,4.092380952380952,2740.9015873015874,2024.0,4.019047619047619,5.666666666666667,1.8222222222222222,2024.0,3.819047619047619,9.41904761904762,1.7555555555555555
2024-06-02,2.2857142857142856,4.038571428571428,2742.285714285714,2024.0,1.4285714285714286,6.0,1.0,2024.0,1.4285714285714286,4.428571428571429,1.0
2024-06-09,3.5555555555555554,3.7588888888888885,2247.1666666666665,2024.0,6.611111111111111,6.0,2.4444444444444446,2024.0,6.388888888888889,9.5,2.2777777777777777
2024-06-16,4.166666666666667,4.466666666666667,2284.0,2024.0,10.333333333333334,6.0,4.0,2024.0,10.0,12.5,3.8333333333333335
2024-06-23,4.12962962962963,4.274259259259259,2359.259259259259,2024.0,7.962962962962964,6.333333333333333,3.1481481481481484,2024.0,7.666666666666666,11.814814814814815,3.0185185185185186
2024-06-30,4.092592592592593,4.0818518518518525,2434.5185185185187,2024.0,5.592592592592593,6.666666666666667,2.2962962962962967,2024.0,5.333333333333333,11.12962962962963,2.2037037037037037
2024-07-07,4.055555555555555,3.889444444444445,2509.777777777778,2024.0,3.2222222222222223,7.0,1.4444444444444444,2024.0,3.0,10.444444444444445,1.3888888888888888
2024-07-14,2.769230769230769,4.053846153846154,2637.5384615384614,2024.0,10.846153846153847,7.0,3.8461538461538463,2024.0,10.692307692307692,9.23076923076923,3.8461538461538463
2024-07-21,3.446153846153846,4.039230769230769,2956.7923076923075,2024.0,8.13076923076923,7.333333333333333,2.9641025641025642,2024.0,8.028205128205128,7.287179487179487,2.9641025641025642
2024-07-28,4.123076923076923,4.024615384615385,3276.046153846154,2024.0,5.415384615384615,7.666666666666667,2.0820512820512818,2024.0,5.364102564102564,5.343589743589744,2.0820512820512818
2024-08-04,4.8,4.01,3595.3,2024.0,2.7,8.0,1.2,2024.0,2.7,3.4,1.2
2024-08-11,3.869565217391304,3.9817391304347827,2399.391304347826,2024.0,9.521739130434783,8.0,3.5217391304347827,2024.0,9.521739130434783,4.521739130434782,3.5217391304347827
2024-08-18,3.6666666666666665,3.6666666666666665,2503.0,2024.0,12.0,8.0,4.0,2024.0,12.0,4.333333333333333,4.0
2024-08-25,3.083333333333333,3.783333333333333,2202.125,2024.0,6.5,8.5,2.5,2024.0,6.5,5.416666666666666,2.5
2024-09-01,2.5,3.9,1901.25,2024.0,1.0,9.0,1.0,2024.0,1.0,6.5,1.0
2024-09-08,3.611111111111111,3.822777777777778,3128.9444444444443,2024.0,4.0,9.0,1.6111111111111112,2024.0,4.0,5.444444444444445,1.6111111111111112
2024-09-15,2.2857142857142856,3.8785714285714286,2471.4285714285716,2024.0,10.571428571428571,9.0,3.7142857142857144,2024.0,10.571428571428571,6.714285714285714,3.7142857142857144
2024-09-22,2.671957671957672,4.007936507936508,2321.063492063492,2024.0,8.010582010582011,9.333333333333334,2.9576719576719577,2024.0,8.010582010582011,6.994708994708994,2.9576719576719577
2024-09-29,3.058201058201058,4.137301587301588,2170.6984126984125,2024.0,5.44973544973545,9.666666666666666,2.201058201058201,2024.0,5.44973544973545,7.275132275132275,2.201058201058201
2024-10-06,3.4444444444444446,4.266666666666667,2020.3333333333333,2024.0,2.888888888888889,10.0,1.4444444444444444,2024.0,2.888888888888889,7.555555555555555,1.4444444444444444
2024-10-13,2.857142857142857,3.4757142857142855,2925.1428571428573,2024.0,9.428571428571429,10.0,3.4285714285714284,2024.0,9.428571428571429,7.285714285714286,3.4285714285714284
2024-10-20,3.1547619047619047,3.550059523809524,2566.761904761905,2024.0,6.9107142857142865,10.333333333333334,2.619047619047619,2024.0,6.9107142857142865,7.273809523809524,2.619047619047619
2024-10-27,3.4523809523809526,3.6244047619047617,2208.3809523809523,2024.0,4.392857142857143,10.666666666666666,1.8095238095238095,2024.0,4.392857142857143,7.261904761904762,1.8095238095238095
2024-11-03,3.75,3.69875,1850.0,2024.0,1.875,11.0,1.0,2024.0,1.875,7.25,1.0
2024-11-10,3.0,4.025714285714286,3076.0714285714284,2024.0,6.857142857142857,11.0,2.5,2024.0,6.857142857142857,8.285714285714286,2.5
2024-11-17,2.4545454545454546,3.8272727272727276,3169.090909090909,2024.0,11.454545454545455,11.0,4.0,2024.0,11.454545454545455,9.454545454545455,4.0
2024-11-24,2.9772727272727275,4.363636363636364,2783.5454545454545,2024.0,6.2272727272727275,11.5,2.5,2024.0,6.2272727272727275,8.977272727272727,2.5
2024-12-01,3.5,4.9,2398.0,2024.0,1.0,12.0,1.0,2024.0,1.0,8.5,1.0
2024-12-08,3.5,4.031428571428571,2980.4285714285716,2024.0,4.928571428571429,12.0,1.9285714285714286,2024.0,4.928571428571429,8.5,1.9285714285714286
2024-12-15,3.642857142857143,3.9699999999999998,3289.4285714285716,2024.0,10.928571428571429,12.0,3.7857142857142856,2024.0,10.928571428571429,9.285714285714286,3.7857142857142856
2024-12-22,4.095238095238095,4.046666666666667,3303.3968253968255,2024.3333333333333,7.619047619047619,8.333333333333334,2.857142857142857,2024.0,11.285714285714286,15.190476190476192,3.857142857142857
2024-12-29,4.5476190476190474,4.123333333333333,3317.3650793650795,2024.6666666666667,4.309523809523809,4.666666666666667,1.9285714285714286,2024.0,11.642857142857142,21.095238095238095,3.9285714285714284
2025-01-05,5.0,4.2,3331.3333333333335,2025.0,1.0,1.0,1.0,2024.0,12.0,27.0,4.0
2025-01-12,5.0,4.246153846153846,3120.6153846153848,2025.0,1.0,1.2307692307692308,1.0,2024.0,12.0,27.23076923076923,4.0
2025-01-19,5.0,4.292307692307692,2909.897435897436,2025.0,1.0,1.4615384615384617,1.0,2024.0,12.0,27.46153846153846,4.0
2025-01-26,5.0,4.338461538461538,2699.1794871794873,2025.0,1.0,1.6923076923076923,1.0,2024.0,12.0,27.692307692307693,4.0
2025-02-02,5.0,4.384615384615385,2488.4615384615386,2025.0,1.0,1.9230769230769231,1.0,2024.0,12.0,27.923076923076923,4.0
2025-02-09,5.0,4.430769230769231,2277.74358974359,2025.0,1.0,2.153846153846154,1.0,2024.0,12.0,28.153846153846153,4.0
2025-02-16,5.0,4.476923076923077,2067.025641025641,2025.0,1.0,2.3846153846153846,1.0,2024.0,12.0,28.384615384615383,4.0
2025-02-23,5.0,4.523076923076923,1856.3076923076924,2025.0,1.0,2.6153846153846154,1.0,2024.0,12.0,28.615384615384617,4.0
2025-03-02,5.0,4.569230769230769,1645.5897435897436,2025.0,1.0,2.8461538461538463,1.0,2024.0,12.0,28.846153846153847,4.0
2025-03-09,5.0,4.615384615384615,1434.871794871795,2025.0,1.0,3.076923076923077,1.0,2024.0,12.0,29.076923076923077,4.0
2025-03-16,5.0,4.661538461538462,1224.1538461538462,2025.0,1.0,3.307692307692308,1.0,2024.0,12.0,29.307692307692307,4.0
2025-03-23,5.0,4.707692307692308,1013.4358974358975,2025.0,1.0,3.5384615384615388,1.0,2024.0,12.0,29.53846153846154,4.0
2025-03-30,5.0,4.753846153846154,802.7179487179487,2025.0,1.0,3.769230769230769,1.0,2024.0,12.0,29.76923076923077,4.0
2025-04-06,5.0,4.8,592.0,2025.0,1.0,4.0,1.0,2024.0,12.0,30.0,4.0
2025-04-13,5.15,4.5925,1439.65,2025.0,1.0,4.25,1.0,2024.0,12.0,29.95,4.0
2025-04-20,5.3,4.385,2287.3,2025.0,1.0,4.5,1.0,2024.0,12.0,29.9,4.0
2025-04-27,5.449999999999999,4.1775,3134.95,2025.0,1.0,4.75,1.0,2024.0,12.0,29.85,4.0
2025-05-04,5.6,3.97,3982.6,2025.0,1.0,5.0,1.0,2024.0,12.0,29.8,4.0
