date,order_id,units_sold,unit_price,revenue,date_year,date_month,date_day,date_quarter,year,month,day,weekday,week,quarter,is_weekend,order_id_rolling_mean_3,order_id_rolling_mean_7,order_id_rolling_std_3,order_id_rolling_std_7,units_sold_rolling_mean_3,units_sold_rolling_mean_7,units_sold_rolling_std_3,units_sold_rolling_std_7,unit_price_rolling_mean_3,unit_price_rolling_mean_7,unit_price_rolling_std_3,unit_price_rolling_std_7,revenue_rolling_mean_3,revenue_rolling_mean_7,revenue_rolling_std_3,revenue_rolling_std_7,date_year_rolling_mean_3,date_year_rolling_mean_7,date_year_rolling_std_3,date_year_rolling_std_7,date_month_rolling_mean_3,date_month_rolling_mean_7,date_month_rolling_std_3,date_month_rolling_std_7,date_day_rolling_mean_3,date_day_rolling_mean_7,date_day_rolling_std_3,date_day_rolling_std_7,date_quarter_rolling_mean_3,date_quarter_rolling_mean_7,date_quarter_rolling_std_3,date_quarter_rolling_std_7,year_rolling_mean_3,year_rolling_mean_7,year_rolling_std_3,year_rolling_std_7,month_rolling_mean_3,month_rolling_mean_7,month_rolling_std_3,month_rolling_std_7,day_rolling_mean_3,day_rolling_mean_7,day_rolling_std_3,day_rolling_std_7,week_rolling_mean_3,week_rolling_mean_7,week_rolling_std_3,week_rolling_std_7,quarter_rolling_mean_3,quarter_rolling_mean_7,quarter_rolling_std_3,quarter_rolling_std_7
2024-07-07,581.1627906976744,25.069767441860463,16291.162790697674,320290.88372093026,2024.0,3.976744186046512,7.0,1.697674418604651,2024,7,7,Sunday,27,3,True,572.31242207405,753.0672285079262,368.35160456932715,448.494527429213,26.96148425218193,25.2202176376595,2.480034618514387,2.5745080529355233,17056.116617878244,16751.870686161383,680.4183603076772,798.9139637670012,487103.5579769069,423825.89642011735,144876.42783562437,118932.95680711599,2024.0,2024.0,0.0,0.0,3.7976093673768094,4.875815270001317,2.2518536635952406,2.579559141846543,6.333333333333333,5.142857142857143,0.5773502691896258,1.3451854182690988,1.656800563777308,2.0044296788482834,0.6373473791365946,0.800681321984079,2024.0,2024.0,0.0,0.0,6.0,7.428571428571429,3.605551275463989,3.309438162646486,6.333333333333333,5.142857142857143,0.5773502691896258,1.3451854182690988,23.0,29.0,15.394804318340654,14.30617582258329,2.3333333333333335,2.857142857142857,1.1547005383792517,1.0690449676496978
2024-08-04,318.5,30.08333333333333,16560.0,544136.6666666666,2024.0,2.5,8.0,1.25,2024,4,8,Monday,15,2,False,611.9406272022551,641.8789168196145,309.97765171151974,445.5386478564251,27.06618510688278,25.89121330865517,2.6580780455641504,3.1685746987917267,16711.50123326286,16567.19536148606,513.146004968095,634.530723740833,481953.7289170777,435746.6215283425,141240.65500000122,127142.41718556036,2024.0,2024.0,0.0,0.0,4.143763213530655,4.252438646624692,1.7333183755549577,2.546161450516193,7.0,5.857142857142857,1.0,1.345185418269099,1.7401338971106413,1.799884224302829,0.5126839904671223,0.7814495645689399,2024.0,2024.0,0.0,0.0,6.666666666666667,6.571428571428571,2.5166114784235836,3.309438162646486,7.0,5.857142857142857,1.0,1.345185418269099,26.0,25.428571428571427,10.535653752852738,14.22271824531845,2.6666666666666665,2.5714285714285716,0.5773502691896257,0.9759000729485332
2024-08-11,1308.5777777777778,23.88888888888889,18123.666666666668,432573.8,2024.0,8.0,8.0,3.0,2024,11,8,Friday,45,4,False,736.0801894918174,751.218599359297,512.8967262999477,506.96676415314437,26.34732988802756,25.7197847372266,3.288907090010205,3.250616814612863,16991.60981912145,16836.83028212098,989.5619691721641,838.6411835207268,432333.7834625323,436237.41835373925,111923.08448930984,127119.28464446121,2024.0,2024.0,0.0,0.0,4.825581395348838,4.842914837100884,2.846558177153968,2.8969061067722133,7.666666666666667,6.428571428571429,0.5773502691896258,1.2724180205607043,1.9825581395348835,1.9903604147790195,0.9091171821268648,0.897454106090885,2024.0,2024.0,0.0,0.0,7.333333333333333,7.142857142857143,3.5118845842842465,3.7161167647860327,7.666666666666667,6.428571428571429,0.5773502691896258,1.2724180205607043,29.0,28.0,15.099668870541498,16.062378404209014,3.0,2.7142857142857144,0.9999999999999999,1.1126972805283737
2024-09-01,51.5,16.166666666666668,16560.0,300493.3333333333,2024.0,1.0,9.0,1.0,2024,1,9,Tuesday,2,1,False,559.5259259259259,699.5411101818079,662.292426026462,562.5501581880408,23.37962962962963,24.587750105191965,6.972296000790098,4.882577362327453,17081.222222222223,16900.05106134176,902.7833709228504,790.6821626819153,425734.5999999999,440319.5352368561,121965.56670603596,121288.2132854292,2024.0,2024.0,0.0,0.0,3.833333333333334,4.565858560044606,3.685557397915997,3.1874668971178854,8.333333333333334,7.0,0.5773502691896255,1.414213562373096,1.75,1.9340833585019632,1.0897247358851687,0.9517938504788166,2024.0,2024.0,0.0,0.0,5.333333333333333,6.571428571428571,5.131601439446884,4.353433237386437,8.333333333333334,7.0,0.5773502691896255,1.414213562373096,20.666666666666668,25.714285714285715,22.052966542697458,18.652205282613686,2.3333333333333335,2.5714285714285716,1.5275252316519468,1.2724180205607036
2024-09-08,783.4090909090909,28.40909090909091,17170.909090909092,488787.2727272727,2024.0,5.0227272727272725,9.0,2.0,2024,8,9,Friday,32,3,False,714.4956228956229,596.9891621298597,631.3659274944376,445.237393770193,22.82154882154882,25.633204650646512,6.190609739547972,4.791681893461598,17284.858585858587,17083.275087315786,788.0366277404603,653.94686691082,407284.8020202019,461043.1066654276,96660.75712117545,114219.67843855353,2024.0,2024.0,0.0,0.0,4.674242424242425,3.9879364821225285,3.5129875131030044,2.535071600703175,8.666666666666666,7.571428571428571,0.5773502691896255,1.2724180205607052,2.0,1.7457716701902748,1.0,0.7389019574917,2024.0,2024.0,0.0,0.0,6.666666666666667,6.0,5.131601439446884,3.7416573867739418,8.666666666666666,7.571428571428571,0.5773502691896255,1.2724180205607052,26.333333333333332,23.285714285714285,22.052966542697455,16.03864380919083,2.6666666666666665,2.4285714285714284,1.5275252316519468,1.1338934190276817
2024-10-06,508.2631578947368,23.94736842105263,16570.0,534105.2631578947,2024.0,3.473684210526316,10.0,1.5,2024,6,10,Monday,24,2,False,447.7240829346092,641.0817011697673,369.69103862091936,413.4761866674127,22.841041998936735,24.801510029478205,6.195740992575295,4.44699547162659,16766.969696969696,16937.01135105205,349.85750739708186,634.9404126786399,441128.6230728335,457402.9794242477,123883.5889222315,110913.93249947041,2024.0,2024.0,0.0,0.0,3.1654704944178635,4.275385874835079,2.0289973998958164,2.3044488311013267,9.333333333333334,8.142857142857142,0.5773502691896255,1.3451854182691005,1.5,1.8172002416188462,0.5000000000000009,0.6763099216589283,2024.0,2024.0,0.0,0.0,5.0,6.571428571428571,3.605551275463989,3.309438162646487,9.333333333333334,8.142857142857142,0.5773502691896255,1.3451854182691005,19.333333333333332,25.857142857142858,15.534906930308063,14.135399669253212,2.0,2.5714285714285716,1.0,0.9759000729485332
2024-11-03,245.5,22.77777777777778,16560.0,479335.5555555556,2024.0,2.0,11.0,1.0,2024,3,11,Monday,11,1,False,512.3907496012758,542.4161167541828,268.9782989027799,413.7320540266497,25.04474570264044,24.334699062667237,2.9717166031325415,4.46611910694666,16766.969696969696,16833.676935467633,349.85750739708186,628.005221827628,500742.6971469076,442817.53930880764,29276.7714665001,97826.11369703744,2024.0,2024.0,0.0,0.0,3.4988038277511966,3.710450809900014,1.5115201909665164,2.3089192667818708,10.0,8.857142857142858,0.9999999999999998,1.3451854182691005,1.5,1.6353820598006643,0.5000000000000009,0.7039504079312681,2024.0,2024.0,0.0,0.0,5.666666666666667,5.714285714285714,2.5166114784235836,3.3523268393901033,10.0,8.857142857142858,0.9999999999999998,1.3451854182691005,22.333333333333332,22.285714285714285,10.5987420637231,14.302846869467235,2.0,2.2857142857142856,1.0,1.1126972805283732
2024-11-10,1166.6279069767445,24.13953488372093,16872.837209302324,461005.5813953488,2024.0,7.046511627906977,11.0,2.7209302325581395,2024,10,11,Friday,41,4,False,640.1303549571604,626.0539905083358,474.51119428172046,477.18222794564656,23.62156036085045,24.20180869721873,0.7370269825224078,4.454425961046215,16667.612403100775,16916.773280982583,177.80021318983623,580.9790964630837,491482.1333695997,462919.63897658174,38033.477133847315,81556.78368925313,2024.0,2024.0,0.0,0.0,4.1733986128110985,4.1489890158800815,2.594999053222109,2.636248230460335,10.666666666666666,9.428571428571429,0.5773502691896255,1.2724180205607052,1.7403100775193796,1.7815614617940199,0.8852750512418055,0.8163161801043938,2024.0,2024.0,0.0,0.0,6.333333333333333,6.142857142857143,3.5118845842842465,3.716116764786033,10.666666666666666,9.428571428571429,0.5773502691896255,1.2724180205607052,25.333333333333332,24.285714285714285,15.044378795195678,15.955294687702533,2.3333333333333335,2.4285714285714284,1.5275252316519468,1.2724180205607034
2024-12-01,69.14285714285714,22.857142857142858,22770.0,283449.71428571426,2024.0,1.0,12.0,1.0,2024,1,12,Friday,2,1,False,493.75692137320044,590.4315415287439,589.3572625407253,512.0050639874441,23.258151839547192,23.169495772048666,0.7643309210500844,3.6241681390949703,18734.27906976744,17803.91613812544,3498.535314945227,2260.12680213971,407930.28374553955,425678.6457793028,108192.21837988315,96448.65737436767,2024.0,2024.0,0.0,0.0,3.3488372093023266,3.934703301594367,3.2410796163473727,2.8452992482292365,11.333333333333334,10.0,0.5773502691896255,1.4142135623730963,1.573643410852713,1.745847176079734,0.9935795330240075,0.8482909087168361,2024.0,2024.0,0.0,0.0,4.666666666666667,5.714285714285714,4.725815626252609,4.1518785191880605,11.333333333333334,10.0,0.5773502691896255,1.4142135623730963,18.0,22.428571428571427,20.42057785666214,17.859237972331883,2.0,2.2857142857142856,1.7320508075688772,1.3801311186847083
2024-12-08,796.1777777777778,28.288888888888888,16867.866666666665,573579.6,2024.0,4.933333333333334,12.0,2.0,2024,8,12,Monday,33,3,False,677.3161806324597,517.2315415287438,558.3139064264606,420.71069441773386,25.095188876584228,23.798067200620093,2.8391763161001013,4.117695823011262,18836.901291989663,17624.51613812544,3406.1643034046356,2280.266675304209,439344.96522702096,445822.3314935885,146272.77383621296,111654.85035328225,2024.0,2024.0,0.0,0.0,4.326614987080105,3.4966080634991283,3.06857557840177,2.298604631168451,11.666666666666666,10.571428571428571,0.5773502691896255,1.2724180205607039,1.9069767441860463,1.6029900332225913,0.8642281012121884,0.6666360831533373,2024.0,2024.0,0.0,0.0,6.333333333333333,5.285714285714286,4.725815626252609,3.6384193323605842,11.666666666666666,10.571428571428571,0.5773502691896255,1.2724180205607039,25.333333333333332,20.714285714285715,20.5993527406405,15.787276371752517,2.6666666666666665,2.142857142857143,1.5275252316519468,1.2149857925879115
